"Dibutyltennväteborat	'75113-37-0	'401-040-5	Utfasningsämne	CMR (kategori 1A och 1B), Reproduktionsstörande"	 Allergiframkallande	 Hög kronisk giftighet	 Mutagena (kategori 2)	 Miljöfarligt, långtidseffekter		
"Återstoder (petroleum), atmosfäriska	'68333-22-2	'269-777-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Oljor (petroleum), klarade, väteavsvavlade, katalytiskt krackade	'68333-26-6	'269-782-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), väteavsvavlade intermediära, katalytiskt krackade	'68333-27-7	'269-783-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), väteavsvavlade tunga, katalytiskt krackade	'68333-28-8	'269-784-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Eldningsolja, återstoder straight-run gasoljor, högsvavlig	'68476-32-4	'270-674-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Eldningsolja, återstods-	'68476-33-5	'270-675-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillationsåterstoder (petroleum), fraktioneringskolonnsåterstoder från katalytisk reformering	'68478-13-7	'270-792-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstoder (petroleum), tung cokergasolja och vakuumgasolja	'68478-17-1	'270-796-4	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstoder (petroleum), tunga coker- och lätta vakuum-	'68512-61-8	'270-983-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstoder (petroleum), lätta vakuum-	'68512-62-9	'270-984-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstoder (petroleum), ångkrackade lätta	'68513-69-9	'271-013-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Eldningsolja, nr 6	'68553-00-4	'271-384-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstoder (petroleum), toppningsanläggnings-, lågsvavliga	'68607-30-7	'271-763-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Gasoljor (petroleum), tunga atmosfäriska	'68783-08-4	'272-184-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstoder (petroleum), cokerskrubber, innehåller kondenserade aromater	'68783-13-1	'272-187-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), petroleumåterstoder vakuum-	'68955-27-1	'273-263-4	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstoder (petroleum), ångkrackade, hartshaltiga	'68955-36-2	'273-272-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), intermediära vakuum-	'70592-76-6	'274-683-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lätta vakuum-	'70592-77-7	'274-684-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"destillat (petroleum), vakuum-	'70592-78-8	'274-685-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Gasoljor (petroleum), väteavsvavlade tunga coker vakuum-	'85117-03-9	'285-555-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstoder (petroleum), ångkrackade, destillat	'90669-75-3	'292-657-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstoder (petroleum), vakuum-, lätta	'90669-76-4	'292-658-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Eldningsolja, tung, högsvavlig	'92045-14-2	'295-396-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstoder (petroleum), katalytisk kracknings-	'92061-97-7	'295-511-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), intermediära katalytiskt krackade, termiskt nedbrutna	'92201-59-7	'295-990-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstodsoljor (petroleum)	'93821-66-0	'298-754-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstoder, ångkrackade, termiskt behandlade	'98219-64-8	'308-733-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), väteavsvavlade fullrange mellanfraktion	'101316-57-8	'309-863-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Återstoder (petroleum), katalytisk reformer, fraktioneringskolonn-	'64741-67-9	'265-069-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"petroleum	'8002-05-9	'232-298-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lätta paraffiniska	'64741-50-0	'265-051-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), tunga paraffiniska	'64741-51-1	'265-052-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), lätta nafteniska	'64741-52-2	'265-053-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), tunga nafteniska	'64741-53-3	'265-054-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), syrabehandlade tunga nafteniska	'64742-18-3	'265-117-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), syrabehandlade lätta nafteniska	'64742-19-4	'265-118-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), syrabehandlade tunga paraffiniska	'64742-20-7	'265-119-4	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), syrabehandlade lätta paraffiniska	'64742-21-8	'265-121-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), kemiskt neutraliserade tunga paraffiniska	'64742-27-4	'265-127-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), kemiskt neutraliserade lätta paraffiniska	'64742-28-5	'265-128-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), kemiskt neutraliserade tunga nafteniska	'64742-34-3	'265-135-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Destillat (petroleum), kemiskt neutraliserade lätta nafteniska	'64742-35-4	'265-136-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"						
"Gaser (petroleum), katalytiskt krackade naftapropanavdrivartoppfraktioner, C3-rika, syrafria	'68477-73-6	'270-755-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), katalytisk kracker-	'68477-74-7	'270-756-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), katalytisk kracker-, C1-5-rika	'68477-75-8	'270-757-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), katalytiskt polymeriserad nafta, stabilizer-toppfraktion, C2-4-rika	'68477-76-9	'270-758-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), katalytisk reformer-, C1-4-rika	'68477-79-2	'270-760-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), C3-5-olefiner och -paraffiner, alkyleringsmatnings-	'68477-83-8	'270-765-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), C4-rika	'68477-85-0	'270-767-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), etanavdrivartoppfraktioner	'68477-86-1	'270-768-1	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), isobutanavdrivartornstoppfraktioner	'68477-87-2	'270-769-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), torra propanavdrivar-, propenrika	'68477-90-7	'270-772-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), propanavdrivartoppfraktioner	'68477-91-8	'270-773-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), gasåtervinningsanläggnings-, propanavdrivartoppfraktioner	'68477-94-1	'270-777-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), Girbatolenhetsmatnings-	'68477-95-2	'270-778-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), isomeriserad aftafraktionerar-, C4-rika, vätesulfidfria	'68477-99-6	'270-782-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Slutgas (petroleum), katalytiskt krackad klarad olja och termiskt krackade vakuumåterstoder, fraktionering, återflödesbehållare	'68478-21-7	'270-802-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Slutgas (petroleum), katalytiskt krackad nafta-stabiliseringsabsorber	'68478-22-8	'270-803-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Slutgas (petroleum), katalytisk kracker-, katalytisk reformer- och väteavsvavlad, kombinerad fraktionator-	'68478-24-0	'270-804-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Slutgas (petroleum), katalytiskt reformerad nafta-fraktioneringsstabilizer-	'68478-26-2	'270-806-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Slutgas (petroleum), saturatgasanläggning, blandad ström, C4-rik	'68478-32-0	'270-813-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Slutgas (petroleum), saturatgasåtervinningsanläggnings-, C1-2-rik	'68478-33-1	'270-814-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Slutgas (petroleum), vakuumåterstoder termisk kracker-	'68478-34-2	'270-815-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Kolväten, C3-4-rika, petroleumdestillat	'68512-91-4	'270-990-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), straight-run naftahexanavdrivaravgaser, brett destillationsområde	'68513-15-5	'271-000-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), hydrokrackningspropanavdrivaravgaser, kolväterika	'68513-16-6	'271-001-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), lätt straight-run naftastabilizer, avgaser	'68513-17-7	'271-002-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), alkyleringsseparationstorns-, C4-rika	'68513-66-6	'271-010-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Kolväten, C1--4	'68514-31-8	'271-032-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Destillat (petroleum), nafta- och raffinatpyrolysatutvunna, bensinblandning	'68425-29-6	'270-344-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"aromatiska kolväten, C6-8-, nafta- och raffinatpyrolysatutvunna	'68475-70-7	'270-658-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"destillat (petroleum), termiskt krackad nafta och gasolja	'68603-00-9	'271-631-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"destillat (petroleum), termiskt krackad nafta och gasolja, C5-dimerhaltiga	'68603-01-0	'271-632-4	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Destillat (petroleum), termiskt krackad nafta och gasolja, extraktiva	'68603-03-2	'271-634-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Destillat (petroleum), lätt termiskt krackade, debutaniserade aromatiska	'68955-29-3	'273-266-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Nafta (petroleum), lätt termiskt krackad, sweetened	'92045-65-3	'295-447-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Nafta (petroleum), vätebehandlad tung	'64742-48-9	'265-150-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Lacknafta, lätt avaromatiserad	'64742-49-0	'265-151-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Nafta (petroleum), väteavsvavlad lätt	'64742-73-0	'265-178-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Lacknafta, medeltung alifatisk	'64742-82-1	'265-185-4	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena	 Hög kronisk giftighet				
"Destillat (petroleum), vätebehandlade medeltunga, intermediärt kokande	'68410-96-8	'270-092-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Destillat (petroleum), lätt destillat vätebehandlingsprocess-, lågkokande	'68410-97-9	'270-093-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Kolväten, C1-4-, sweetened	'68514-36-3	'271-038-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Kolväten, C1-3-	'68527-16-2	'271-259-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Kolväten, C1-4-, butanavdrivarfraktion	'68527-19-5	'271-261-8	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), C1-5-, våta	'68602-83-5	'271-624-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Kolväten, C2-4	'68606-25-7	'271-734-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Kolväten, C3-	'68606-26-8	'271-735-4	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), alkyleringsmatnings-	'68606-27-9	'271-737-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), propanavdrivarbottenfraktion, fraktioneringsavgaser	'68606-34-8	'271-742-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), raffineringsblandnings-	'68783-07-3	'272-183-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), katalytiskt krackade	'68783-64-2	'272-203-4	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Kolväten, C2-4, sweetened	'68783-65-3	'272-205-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), råoljefraktionering, avgaser	'68918-99-0	'272-871-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), hexanavdrivargaser	'68919-00-6	'272-872-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), lätta straight-run bensin, fraktioneringsstabilizeravgaser	'68919-05-1	'272-878-5	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"gaser (petroleum), naftaunifineravsvavling, stripperavgaser	'68919-06-2	'272-879-0	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), straight-run nafta, katalytisk reformering, avgaser	'68919-09-5	'272-882-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), fluidiserad katalytisk kracker-separationstorn, toppfraktioner	'68919-20-0	'272-893-7	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), straight-run stabilizeravgaser	'68919-10-8	'272-883-2	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Gaser (petroleum), katalytiskt krackad nafta-butanavdrivar-	'68952-76-1	'273-169-3	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Slutgas (petroleum), katalytiskt krackat destillat och naftastabilizer-	'68952-77-2	'273-170-9	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
"Slutgas (petroleum), termiskt krackat destillat, gasolja och naftaabsorber	'68952-81-8	'273-175-6	Utfasningsämne (OBS! Gäller ej alltid)	CMR (kategori 1A och 1B), Cancerframkallande"	 CMR (kategori 1A och 1B), Mutagena					
